year,city,country,avg_temp
1783,Edinburgh,United Kingdom,7.66
1784,Edinburgh,United Kingdom,6.36
1785,Edinburgh,United Kingdom,6.98
1786,Edinburgh,United Kingdom,6.63
1787,Edinburgh,United Kingdom,7.79
1788,Edinburgh,United Kingdom,7.63
1789,Edinburgh,United Kingdom,7.78
1790,Edinburgh,United Kingdom,7.97
1791,Edinburgh,United Kingdom,7.83
1792,Edinburgh,United Kingdom,7.72
1793,Edinburgh,United Kingdom,7.65
1794,Edinburgh,United Kingdom,8.18
1795,Edinburgh,United Kingdom,7.17
1796,Edinburgh,United Kingdom,7.64
1797,Edinburgh,United Kingdom,7.76
1798,Edinburgh,United Kingdom,8.14
1799,Edinburgh,United Kingdom,6.23
1800,Edinburgh,United Kingdom,7.25
1801,Edinburgh,United Kingdom,7.77
1802,Edinburgh,United Kingdom,7.44
1803,Edinburgh,United Kingdom,7.22
1804,Edinburgh,United Kingdom,7.49
1805,Edinburgh,United Kingdom,7.20
1806,Edinburgh,United Kingdom,7.56
1807,Edinburgh,United Kingdom,6.83
1808,Edinburgh,United Kingdom,7.12
1809,Edinburgh,United Kingdom,7.02
1810,Edinburgh,United Kingdom,6.87
1811,Edinburgh,United Kingdom,7.82
1812,Edinburgh,United Kingdom,6.60
1813,Edinburgh,United Kingdom,7.35
1814,Edinburgh,United Kingdom,6.33
1815,Edinburgh,United Kingdom,7.15
1816,Edinburgh,United Kingdom,6.18
1817,Edinburgh,United Kingdom,7.03
1818,Edinburgh,United Kingdom,7.82
1819,Edinburgh,United Kingdom,7.47
1820,Edinburgh,United Kingdom,7.06
1821,Edinburgh,United Kingdom,7.94
1822,Edinburgh,United Kingdom,8.23
1823,Edinburgh,United Kingdom,6.80
1824,Edinburgh,United Kingdom,7.69
1825,Edinburgh,United Kingdom,8.13
1826,Edinburgh,United Kingdom,8.39
1827,Edinburgh,United Kingdom,7.58
1828,Edinburgh,United Kingdom,8.26
1829,Edinburgh,United Kingdom,6.52
1830,Edinburgh,United Kingdom,7.06
1831,Edinburgh,United Kingdom,8.10
1832,Edinburgh,United Kingdom,7.79
1833,Edinburgh,United Kingdom,7.52
1834,Edinburgh,United Kingdom,8.56
1835,Edinburgh,United Kingdom,7.52
1836,Edinburgh,United Kingdom,6.87
1837,Edinburgh,United Kingdom,6.92
1838,Edinburgh,United Kingdom,6.18
1839,Edinburgh,United Kingdom,6.99
1840,Edinburgh,United Kingdom,7.11
1841,Edinburgh,United Kingdom,7.17
1842,Edinburgh,United Kingdom,7.88
1843,Edinburgh,United Kingdom,7.56
1844,Edinburgh,United Kingdom,7.13
1845,Edinburgh,United Kingdom,6.94
1846,Edinburgh,United Kingdom,8.73
1847,Edinburgh,United Kingdom,7.57
1848,Edinburgh,United Kingdom,7.50
1849,Edinburgh,United Kingdom,7.39
1850,Edinburgh,United Kingdom,7.38
1851,Edinburgh,United Kingdom,7.44
1852,Edinburgh,United Kingdom,8.16
1853,Edinburgh,United Kingdom,7.01
1854,Edinburgh,United Kingdom,7.78
1855,Edinburgh,United Kingdom,6.57
1856,Edinburgh,United Kingdom,7.26
1857,Edinburgh,United Kingdom,8.52
1858,Edinburgh,United Kingdom,7.53
1859,Edinburgh,United Kingdom,7.57
1860,Edinburgh,United Kingdom,6.22
1861,Edinburgh,United Kingdom,7.59
1862,Edinburgh,United Kingdom,7.31
1863,Edinburgh,United Kingdom,7.85
1864,Edinburgh,United Kingdom,6.98
1865,Edinburgh,United Kingdom,7.73
1866,Edinburgh,United Kingdom,7.53
1867,Edinburgh,United Kingdom,7.26
1868,Edinburgh,United Kingdom,8.39
1869,Edinburgh,United Kingdom,7.61
1870,Edinburgh,United Kingdom,7.32
1871,Edinburgh,United Kingdom,7.35
1872,Edinburgh,United Kingdom,7.81
1873,Edinburgh,United Kingdom,7.43
1874,Edinburgh,United Kingdom,7.63
1875,Edinburgh,United Kingdom,7.73
1876,Edinburgh,United Kingdom,7.64
1877,Edinburgh,United Kingdom,7.21
1878,Edinburgh,United Kingdom,7.68
1879,Edinburgh,United Kingdom,5.98
1880,Edinburgh,United Kingdom,7.54
1881,Edinburgh,United Kingdom,6.65
1882,Edinburgh,United Kingdom,7.70
1883,Edinburgh,United Kingdom,7.37
1884,Edinburgh,United Kingdom,7.95
1885,Edinburgh,United Kingdom,6.87
1886,Edinburgh,United Kingdom,6.83
1887,Edinburgh,United Kingdom,7.08
1888,Edinburgh,United Kingdom,6.75
1889,Edinburgh,United Kingdom,7.57
1890,Edinburgh,United Kingdom,7.59
1891,Edinburgh,United Kingdom,7.15
1892,Edinburgh,United Kingdom,6.46
1893,Edinburgh,United Kingdom,8.21
1894,Edinburgh,United Kingdom,7.61
1895,Edinburgh,United Kingdom,6.98
1896,Edinburgh,United Kingdom,7.84
1897,Edinburgh,United Kingdom,7.60
1898,Edinburgh,United Kingdom,8.33
1899,Edinburgh,United Kingdom,7.88
1900,Edinburgh,United Kingdom,7.60
1901,Edinburgh,United Kingdom,7.64
1902,Edinburgh,United Kingdom,7.09
1903,Edinburgh,United Kingdom,7.37
1904,Edinburgh,United Kingdom,7.38
1905,Edinburgh,United Kingdom,7.65
1906,Edinburgh,United Kingdom,7.67
1907,Edinburgh,United Kingdom,7.23
1908,Edinburgh,United Kingdom,7.79
1909,Edinburgh,United Kingdom,6.99
1910,Edinburgh,United Kingdom,7.49
1911,Edinburgh,United Kingdom,8.20
1912,Edinburgh,United Kingdom,7.52
1913,Edinburgh,United Kingdom,7.95
1914,Edinburgh,United Kingdom,8.23
1915,Edinburgh,United Kingdom,7.14
1916,Edinburgh,United Kingdom,7.55
1917,Edinburgh,United Kingdom,7.05
1918,Edinburgh,United Kingdom,7.74
1919,Edinburgh,United Kingdom,6.91
1920,Edinburgh,United Kingdom,7.91
1921,Edinburgh,United Kingdom,8.59
1922,Edinburgh,United Kingdom,7.02
1923,Edinburgh,United Kingdom,7.26
1924,Edinburgh,United Kingdom,7.59
1925,Edinburgh,United Kingdom,7.49
1926,Edinburgh,United Kingdom,8.00
1927,Edinburgh,United Kingdom,7.40
1928,Edinburgh,United Kingdom,7.59
1929,Edinburgh,United Kingdom,7.37
1930,Edinburgh,United Kingdom,7.64
1931,Edinburgh,United Kingdom,7.33
1932,Edinburgh,United Kingdom,7.90
1933,Edinburgh,United Kingdom,8.39
1934,Edinburgh,United Kingdom,8.43
1935,Edinburgh,United Kingdom,7.87
1936,Edinburgh,United Kingdom,7.76
1937,Edinburgh,United Kingdom,7.70
1938,Edinburgh,United Kingdom,8.49
1939,Edinburgh,United Kingdom,8.13
1940,Edinburgh,United Kingdom,7.42
1941,Edinburgh,United Kingdom,7.34
1942,Edinburgh,United Kingdom,7.38
1943,Edinburgh,United Kingdom,8.30
1944,Edinburgh,United Kingdom,7.94
1945,Edinburgh,United Kingdom,8.67
1946,Edinburgh,United Kingdom,7.82
1947,Edinburgh,United Kingdom,7.70
1948,Edinburgh,United Kingdom,8.17
1949,Edinburgh,United Kingdom,8.81
1950,Edinburgh,United Kingdom,7.67
1951,Edinburgh,United Kingdom,7.47
1952,Edinburgh,United Kingdom,7.38
1953,Edinburgh,United Kingdom,8.54
1954,Edinburgh,United Kingdom,7.57
1955,Edinburgh,United Kingdom,7.68
1956,Edinburgh,United Kingdom,7.43
1957,Edinburgh,United Kingdom,8.28
1958,Edinburgh,United Kingdom,7.56
1959,Edinburgh,United Kingdom,8.67
1960,Edinburgh,United Kingdom,8.02
1961,Edinburgh,United Kingdom,8.07
1962,Edinburgh,United Kingdom,7.10
1963,Edinburgh,United Kingdom,6.92
1964,Edinburgh,United Kingdom,7.83
1965,Edinburgh,United Kingdom,7.13
1966,Edinburgh,United Kingdom,7.51
1967,Edinburgh,United Kingdom,7.99
1968,Edinburgh,United Kingdom,7.61
1969,Edinburgh,United Kingdom,7.48
1970,Edinburgh,United Kingdom,7.74
1971,Edinburgh,United Kingdom,8.31
1972,Edinburgh,United Kingdom,7.64
1973,Edinburgh,United Kingdom,7.89
1974,Edinburgh,United Kingdom,7.81
1975,Edinburgh,United Kingdom,8.22
1976,Edinburgh,United Kingdom,8.15
1977,Edinburgh,United Kingdom,7.68
1978,Edinburgh,United Kingdom,7.62
1979,Edinburgh,United Kingdom,7.06
1980,Edinburgh,United Kingdom,7.74
1981,Edinburgh,United Kingdom,7.48
1982,Edinburgh,United Kingdom,7.99
1983,Edinburgh,United Kingdom,8.14
1984,Edinburgh,United Kingdom,8.09
1985,Edinburgh,United Kingdom,7.25
1986,Edinburgh,United Kingdom,7.04
1987,Edinburgh,United Kingdom,7.33
1988,Edinburgh,United Kingdom,8.11
1989,Edinburgh,United Kingdom,8.57
1990,Edinburgh,United Kingdom,8.68
1991,Edinburgh,United Kingdom,7.99
1992,Edinburgh,United Kingdom,8.05
1993,Edinburgh,United Kingdom,7.59
1994,Edinburgh,United Kingdom,8.07
1995,Edinburgh,United Kingdom,8.49
1996,Edinburgh,United Kingdom,7.71
1997,Edinburgh,United Kingdom,8.87
1998,Edinburgh,United Kingdom,8.56
1999,Edinburgh,United Kingdom,8.74
2000,Edinburgh,United Kingdom,8.48
2001,Edinburgh,United Kingdom,8.15
2002,Edinburgh,United Kingdom,8.76
2003,Edinburgh,United Kingdom,8.95
2004,Edinburgh,United Kingdom,8.92
2005,Edinburgh,United Kingdom,8.85
2006,Edinburgh,United Kingdom,9.10
2007,Edinburgh,United Kingdom,8.94
2008,Edinburgh,United Kingdom,8.42
2009,Edinburgh,United Kingdom,8.64
2010,Edinburgh,United Kingdom,7.43
2011,Edinburgh,United Kingdom,8.95
2012,Edinburgh,United Kingdom,8.08
2013,Edinburgh,United Kingdom,8.39
1841,Hiroshima,Japan,14.02
1842,Hiroshima,Japan,14.51
1843,Hiroshima,Japan,14.65
1844,Hiroshima,Japan,14.33
1845,Hiroshima,Japan,14.53
1846,Hiroshima,Japan,14.74
1847,Hiroshima,Japan,14.87
1848,Hiroshima,Japan,14.70
1849,Hiroshima,Japan,14.67
1850,Hiroshima,Japan,14.20
1851,Hiroshima,Japan,14.03
1852,Hiroshima,Japan,14.08
1853,Hiroshima,Japan,14.38
1854,Hiroshima,Japan,14.82
1855,Hiroshima,Japan,15.07
1856,Hiroshima,Japan,14.60
1857,Hiroshima,Japan,14.58
1858,Hiroshima,Japan,14.69
1859,Hiroshima,Japan,14.67
1860,Hiroshima,Japan,14.12
1861,Hiroshima,Japan,14.27
1862,Hiroshima,Japan,14.06
1863,Hiroshima,Japan,14.75
1864,Hiroshima,Japan,14.32
1865,Hiroshima,Japan,14.75
1866,Hiroshima,Japan,14.22
1867,Hiroshima,Japan,14.94
1868,Hiroshima,Japan,14.80
1869,Hiroshima,Japan,14.82
1870,Hiroshima,Japan,14.78
1871,Hiroshima,Japan,14.83
1872,Hiroshima,Japan,14.60
1873,Hiroshima,Japan,14.08
1874,Hiroshima,Japan,14.81
1875,Hiroshima,Japan,14.57
1876,Hiroshima,Japan,14.81
1877,Hiroshima,Japan,14.98
1878,Hiroshima,Japan,14.73
1879,Hiroshima,Japan,15.12
1880,Hiroshima,Japan,14.77
1881,Hiroshima,Japan,14.57
1882,Hiroshima,Japan,14.62
1883,Hiroshima,Japan,14.73
1884,Hiroshima,Japan,13.73
1885,Hiroshima,Japan,14.23
1886,Hiroshima,Japan,14.55
1887,Hiroshima,Japan,14.69
1888,Hiroshima,Japan,14.83
1889,Hiroshima,Japan,14.31
1890,Hiroshima,Japan,15.73
1891,Hiroshima,Japan,14.82
1892,Hiroshima,Japan,14.52
1893,Hiroshima,Japan,14.36
1894,Hiroshima,Japan,15.66
1895,Hiroshima,Japan,14.73
1896,Hiroshima,Japan,14.61
1897,Hiroshima,Japan,14.65
1898,Hiroshima,Japan,15.46
1899,Hiroshima,Japan,14.92
1900,Hiroshima,Japan,14.63
1901,Hiroshima,Japan,14.45
1902,Hiroshima,Japan,14.74
1903,Hiroshima,Japan,14.79
1904,Hiroshima,Japan,14.68
1905,Hiroshima,Japan,14.87
1906,Hiroshima,Japan,14.35
1907,Hiroshima,Japan,14.50
1908,Hiroshima,Japan,14.53
1909,Hiroshima,Japan,14.59
1910,Hiroshima,Japan,14.39
1911,Hiroshima,Japan,14.93
1912,Hiroshima,Japan,14.65
1913,Hiroshima,Japan,14.21
1914,Hiroshima,Japan,15.55
1915,Hiroshima,Japan,15.22
1916,Hiroshima,Japan,15.60
1917,Hiroshima,Japan,14.11
1918,Hiroshima,Japan,14.33
1919,Hiroshima,Japan,14.95
1920,Hiroshima,Japan,15.13
1921,Hiroshima,Japan,14.55
1922,Hiroshima,Japan,15.21
1923,Hiroshima,Japan,14.91
1924,Hiroshima,Japan,14.63
1925,Hiroshima,Japan,14.68
1926,Hiroshima,Japan,14.54
1927,Hiroshima,Japan,14.71
1928,Hiroshima,Japan,15.14
1929,Hiroshima,Japan,14.92
1930,Hiroshima,Japan,15.41
1931,Hiroshima,Japan,14.87
1932,Hiroshima,Japan,14.77
1933,Hiroshima,Japan,15.07
1934,Hiroshima,Japan,14.71
1935,Hiroshima,Japan,15.05
1936,Hiroshima,Japan,14.29
1937,Hiroshima,Japan,15.44
1938,Hiroshima,Japan,15.09
1939,Hiroshima,Japan,15.23
1940,Hiroshima,Japan,15.01
1941,Hiroshima,Japan,15.15
1942,Hiroshima,Japan,15.12
1943,Hiroshima,Japan,14.88
1944,Hiroshima,Japan,15.03
1945,Hiroshima,Japan,14.51
1946,Hiroshima,Japan,15.40
1947,Hiroshima,Japan,14.32
1948,Hiroshima,Japan,15.74
1949,Hiroshima,Japan,14.94
1950,Hiroshima,Japan,15.40
1951,Hiroshima,Japan,15.10
1952,Hiroshima,Japan,15.13
1953,Hiroshima,Japan,15.44
1954,Hiroshima,Japan,15.50
1955,Hiroshima,Japan,15.70
1956,Hiroshima,Japan,14.88
1957,Hiroshima,Japan,14.87
1958,Hiroshima,Japan,15.64
1959,Hiroshima,Japan,16.10
1960,Hiroshima,Japan,15.83
1961,Hiroshima,Japan,16.18
1962,Hiroshima,Japan,15.30
1963,Hiroshima,Japan,14.90
1964,Hiroshima,Japan,15.83
1965,Hiroshima,Japan,14.61
1966,Hiroshima,Japan,15.27
1967,Hiroshima,Japan,15.34
1968,Hiroshima,Japan,14.90
1969,Hiroshima,Japan,15.10
1970,Hiroshima,Japan,15.05
1971,Hiroshima,Japan,15.25
1972,Hiroshima,Japan,15.33
1973,Hiroshima,Japan,15.40
1974,Hiroshima,Japan,14.79
1975,Hiroshima,Japan,15.51
1976,Hiroshima,Japan,14.68
1977,Hiroshima,Japan,15.39
1978,Hiroshima,Japan,15.81
1979,Hiroshima,Japan,15.85
1980,Hiroshima,Japan,14.59
1981,Hiroshima,Japan,14.76
1982,Hiroshima,Japan,15.27
1983,Hiroshima,Japan,15.50
1984,Hiroshima,Japan,14.93
1985,Hiroshima,Japan,15.48
1986,Hiroshima,Japan,14.81
1987,Hiroshima,Japan,15.65
1988,Hiroshima,Japan,15.12
1989,Hiroshima,Japan,15.77
1990,Hiroshima,Japan,16.40
1991,Hiroshima,Japan,15.60
1992,Hiroshima,Japan,15.63
1993,Hiroshima,Japan,14.93
1994,Hiroshima,Japan,16.33
1995,Hiroshima,Japan,15.25
1996,Hiroshima,Japan,15.20
1997,Hiroshima,Japan,15.76
1998,Hiroshima,Japan,16.72
1999,Hiroshima,Japan,15.93
2000,Hiroshima,Japan,15.92
2001,Hiroshima,Japan,15.86
2002,Hiroshima,Japan,16.09
2003,Hiroshima,Japan,15.67
2004,Hiroshima,Japan,16.56
2005,Hiroshima,Japan,15.75
2006,Hiroshima,Japan,15.87
2007,Hiroshima,Japan,16.53
2008,Hiroshima,Japan,15.96
2009,Hiroshima,Japan,15.93
2010,Hiroshima,Japan,16.12
2011,Hiroshima,Japan,15.71
2012,Hiroshima,Japan,15.53
2013,Hiroshima,Japan,16.54
1857,Johannesburg,South Africa,14.25
1858,Johannesburg,South Africa,14.55
1859,Johannesburg,South Africa,14.62
1860,Johannesburg,South Africa,14.75
1861,Johannesburg,South Africa,14.57
1862,Johannesburg,South Africa,14.17
1863,Johannesburg,South Africa,14.58
1864,Johannesburg,South Africa,14.58
1865,Johannesburg,South Africa,14.91
1866,Johannesburg,South Africa,14.83
1867,Johannesburg,South Africa,14.92
1868,Johannesburg,South Africa,14.58
1869,Johannesburg,South Africa,14.92
1870,Johannesburg,South Africa,14.60
1871,Johannesburg,South Africa,14.70
1872,Johannesburg,South Africa,14.70
1873,Johannesburg,South Africa,13.91
1874,Johannesburg,South Africa,14.72
1875,Johannesburg,South Africa,14.45
1876,Johannesburg,South Africa,14.45
1877,Johannesburg,South Africa,14.93
1878,Johannesburg,South Africa,14.85
1879,Johannesburg,South Africa,14.37
1880,Johannesburg,South Africa,15.00
1881,Johannesburg,South Africa,14.67
1882,Johannesburg,South Africa,14.47
1883,Johannesburg,South Africa,14.69
1884,Johannesburg,South Africa,14.38
1885,Johannesburg,South Africa,14.76
1886,Johannesburg,South Africa,14.88
1887,Johannesburg,South Africa,14.44
1888,Johannesburg,South Africa,14.79
1889,Johannesburg,South Africa,15.23
1890,Johannesburg,South Africa,14.67
1891,Johannesburg,South Africa,14.73
1892,Johannesburg,South Africa,14.78
1893,Johannesburg,South Africa,14.48
1894,Johannesburg,South Africa,14.55
1895,Johannesburg,South Africa,14.71
1896,Johannesburg,South Africa,15.29
1897,Johannesburg,South Africa,14.82
1898,Johannesburg,South Africa,14.22
1899,Johannesburg,South Africa,14.59
1900,Johannesburg,South Africa,15.13
1901,Johannesburg,South Africa,14.56
1902,Johannesburg,South Africa,14.49
1903,Johannesburg,South Africa,14.68
1904,Johannesburg,South Africa,14.35
1905,Johannesburg,South Africa,14.66
1906,Johannesburg,South Africa,14.36
1907,Johannesburg,South Africa,14.27
1908,Johannesburg,South Africa,14.80
1909,Johannesburg,South Africa,14.77
1910,Johannesburg,South Africa,14.19
1911,Johannesburg,South Africa,14.57
1912,Johannesburg,South Africa,15.16
1913,Johannesburg,South Africa,15.18
1914,Johannesburg,South Africa,15.33
1915,Johannesburg,South Africa,14.78
1916,Johannesburg,South Africa,14.95
1917,Johannesburg,South Africa,14.21
1918,Johannesburg,South Africa,14.50
1919,Johannesburg,South Africa,15.11
1920,Johannesburg,South Africa,15.13
1921,Johannesburg,South Africa,14.49
1922,Johannesburg,South Africa,15.27
1923,Johannesburg,South Africa,15.42
1924,Johannesburg,South Africa,14.40
1925,Johannesburg,South Africa,14.78
1926,Johannesburg,South Africa,15.26
1927,Johannesburg,South Africa,15.18
1928,Johannesburg,South Africa,15.16
1929,Johannesburg,South Africa,15.17
1930,Johannesburg,South Africa,14.75
1931,Johannesburg,South Africa,15.17
1932,Johannesburg,South Africa,15.40
1933,Johannesburg,South Africa,15.21
1934,Johannesburg,South Africa,15.17
1935,Johannesburg,South Africa,14.56
1936,Johannesburg,South Africa,14.67
1937,Johannesburg,South Africa,15.08
1938,Johannesburg,South Africa,15.28
1939,Johannesburg,South Africa,14.57
1940,Johannesburg,South Africa,15.32
1941,Johannesburg,South Africa,15.90
1942,Johannesburg,South Africa,15.30
1943,Johannesburg,South Africa,14.67
1944,Johannesburg,South Africa,15.26
1945,Johannesburg,South Africa,15.18
1946,Johannesburg,South Africa,15.33
1947,Johannesburg,South Africa,15.33
1948,Johannesburg,South Africa,15.14
1949,Johannesburg,South Africa,15.35
1950,Johannesburg,South Africa,15.35
1951,Johannesburg,South Africa,14.88
1952,Johannesburg,South Africa,15.27
1953,Johannesburg,South Africa,14.76
1954,Johannesburg,South Africa,14.91
1955,Johannesburg,South Africa,14.44
1956,Johannesburg,South Africa,15.14
1957,Johannesburg,South Africa,15.27
1958,Johannesburg,South Africa,15.54
1959,Johannesburg,South Africa,15.07
1960,Johannesburg,South Africa,15.14
1961,Johannesburg,South Africa,15.39
1962,Johannesburg,South Africa,15.57
1963,Johannesburg,South Africa,15.09
1964,Johannesburg,South Africa,15.15
1965,Johannesburg,South Africa,15.28
1966,Johannesburg,South Africa,15.64
1967,Johannesburg,South Africa,14.88
1968,Johannesburg,South Africa,15.09
1969,Johannesburg,South Africa,15.66
1970,Johannesburg,South Africa,15.83
1971,Johannesburg,South Africa,15.15
1972,Johannesburg,South Africa,15.31
1973,Johannesburg,South Africa,15.34
1974,Johannesburg,South Africa,14.93
1975,Johannesburg,South Africa,14.99
1976,Johannesburg,South Africa,14.62
1977,Johannesburg,South Africa,15.57
1978,Johannesburg,South Africa,15.30
1979,Johannesburg,South Africa,15.65
1980,Johannesburg,South Africa,15.08
1981,Johannesburg,South Africa,14.81
1982,Johannesburg,South Africa,15.69
1983,Johannesburg,South Africa,16.17
1984,Johannesburg,South Africa,15.68
1985,Johannesburg,South Africa,15.81
1986,Johannesburg,South Africa,15.72
1987,Johannesburg,South Africa,15.85
1988,Johannesburg,South Africa,15.43
1989,Johannesburg,South Africa,15.14
1990,Johannesburg,South Africa,15.56
1991,Johannesburg,South Africa,15.56
1992,Johannesburg,South Africa,16.48
1993,Johannesburg,South Africa,16.01
1994,Johannesburg,South Africa,15.10
1995,Johannesburg,South Africa,15.77
1996,Johannesburg,South Africa,15.23
1997,Johannesburg,South Africa,15.38
1998,Johannesburg,South Africa,16.11
1999,Johannesburg,South Africa,16.09
2000,Johannesburg,South Africa,15.13
2001,Johannesburg,South Africa,15.68
2002,Johannesburg,South Africa,15.88
2003,Johannesburg,South Africa,16.34
2004,Johannesburg,South Africa,15.49
2005,Johannesburg,South Africa,16.29
2006,Johannesburg,South Africa,15.26
2007,Johannesburg,South Africa,15.90
2008,Johannesburg,South Africa,15.75
2009,Johannesburg,South Africa,15.44
2010,Johannesburg,South Africa,16.11
2011,Johannesburg,South Africa,15.49
2012,Johannesburg,South Africa,15.89
2013,Johannesburg,South Africa,14.98
1845,Kawasaki,Japan,11.95
1846,Kawasaki,Japan,12.40
1847,Kawasaki,Japan,12.21
1848,Kawasaki,Japan,12.14
1849,Kawasaki,Japan,12.14
1850,Kawasaki,Japan,11.71
1851,Kawasaki,Japan,11.76
1852,Kawasaki,Japan,11.73
1853,Kawasaki,Japan,11.86
1854,Kawasaki,Japan,12.24
1855,Kawasaki,Japan,12.56
1856,Kawasaki,Japan,12.06
1857,Kawasaki,Japan,11.94
1858,Kawasaki,Japan,12.23
1859,Kawasaki,Japan,12.15
1860,Kawasaki,Japan,11.72
1861,Kawasaki,Japan,11.79
1862,Kawasaki,Japan,11.73
1863,Kawasaki,Japan,12.45
1864,Kawasaki,Japan,11.95
1865,Kawasaki,Japan,12.39
1866,Kawasaki,Japan,11.58
1867,Kawasaki,Japan,12.46
1868,Kawasaki,Japan,12.25
1869,Kawasaki,Japan,12.03
1870,Kawasaki,Japan,16.12
1871,Kawasaki,Japan,12.12
1872,Kawasaki,Japan,12.00
1873,Kawasaki,Japan,11.53
1874,Kawasaki,Japan,12.33
1875,Kawasaki,Japan,12.17
1876,Kawasaki,Japan,12.39
1877,Kawasaki,Japan,12.73
1878,Kawasaki,Japan,12.24
1879,Kawasaki,Japan,12.82
1880,Kawasaki,Japan,12.43
1881,Kawasaki,Japan,12.15
1882,Kawasaki,Japan,12.29
1883,Kawasaki,Japan,11.84
1884,Kawasaki,Japan,11.18
1885,Kawasaki,Japan,11.53
1886,Kawasaki,Japan,12.44
1887,Kawasaki,Japan,12.25
1888,Kawasaki,Japan,12.01
1889,Kawasaki,Japan,11.66
1890,Kawasaki,Japan,13.50
1891,Kawasaki,Japan,12.42
1892,Kawasaki,Japan,12.10
1893,Kawasaki,Japan,11.71
1894,Kawasaki,Japan,12.92
1895,Kawasaki,Japan,12.22
1896,Kawasaki,Japan,12.33
1897,Kawasaki,Japan,11.72
1898,Kawasaki,Japan,12.49
1899,Kawasaki,Japan,12.32
1900,Kawasaki,Japan,12.11
1901,Kawasaki,Japan,12.31
1902,Kawasaki,Japan,12.22
1903,Kawasaki,Japan,12.34
1904,Kawasaki,Japan,12.29
1905,Kawasaki,Japan,12.03
1906,Kawasaki,Japan,11.66
1907,Kawasaki,Japan,11.97
1908,Kawasaki,Japan,11.72
1909,Kawasaki,Japan,12.04
1910,Kawasaki,Japan,12.00
1911,Kawasaki,Japan,12.81
1912,Kawasaki,Japan,12.32
1913,Kawasaki,Japan,11.72
1914,Kawasaki,Japan,13.10
1915,Kawasaki,Japan,12.74
1916,Kawasaki,Japan,13.10
1917,Kawasaki,Japan,12.04
1918,Kawasaki,Japan,12.19
1919,Kawasaki,Japan,12.59
1920,Kawasaki,Japan,12.69
1921,Kawasaki,Japan,12.12
1922,Kawasaki,Japan,12.86
1923,Kawasaki,Japan,12.64
1924,Kawasaki,Japan,12.35
1925,Kawasaki,Japan,12.19
1926,Kawasaki,Japan,11.74
1927,Kawasaki,Japan,12.19
1928,Kawasaki,Japan,12.42
1929,Kawasaki,Japan,12.44
1930,Kawasaki,Japan,13.00
1931,Kawasaki,Japan,12.16
1932,Kawasaki,Japan,12.67
1933,Kawasaki,Japan,12.69
1934,Kawasaki,Japan,11.85
1935,Kawasaki,Japan,12.25
1936,Kawasaki,Japan,12.09
1937,Kawasaki,Japan,12.86
1938,Kawasaki,Japan,12.60
1939,Kawasaki,Japan,12.72
1940,Kawasaki,Japan,12.66
1941,Kawasaki,Japan,12.61
1942,Kawasaki,Japan,12.80
1943,Kawasaki,Japan,12.48
1944,Kawasaki,Japan,12.16
1945,Kawasaki,Japan,11.62
1946,Kawasaki,Japan,12.86
1947,Kawasaki,Japan,11.99
1948,Kawasaki,Japan,13.18
1949,Kawasaki,Japan,12.62
1950,Kawasaki,Japan,13.21
1951,Kawasaki,Japan,12.72
1952,Kawasaki,Japan,12.65
1953,Kawasaki,Japan,12.51
1954,Kawasaki,Japan,12.76
1955,Kawasaki,Japan,13.42
1956,Kawasaki,Japan,12.61
1957,Kawasaki,Japan,12.66
1958,Kawasaki,Japan,13.09
1959,Kawasaki,Japan,13.50
1960,Kawasaki,Japan,13.26
1961,Kawasaki,Japan,13.66
1962,Kawasaki,Japan,13.01
1963,Kawasaki,Japan,12.71
1964,Kawasaki,Japan,12.93
1965,Kawasaki,Japan,12.27
1966,Kawasaki,Japan,12.81
1967,Kawasaki,Japan,12.85
1968,Kawasaki,Japan,12.75
1969,Kawasaki,Japan,12.64
1970,Kawasaki,Japan,12.35
1971,Kawasaki,Japan,12.52
1972,Kawasaki,Japan,13.17
1973,Kawasaki,Japan,12.96
1974,Kawasaki,Japan,12.23
1975,Kawasaki,Japan,12.72
1976,Kawasaki,Japan,12.19
1977,Kawasaki,Japan,12.94
1978,Kawasaki,Japan,13.05
1979,Kawasaki,Japan,13.83
1980,Kawasaki,Japan,12.35
1981,Kawasaki,Japan,12.06
1982,Kawasaki,Japan,12.91
1983,Kawasaki,Japan,12.64
1984,Kawasaki,Japan,11.98
1985,Kawasaki,Japan,12.90
1986,Kawasaki,Japan,12.22
1987,Kawasaki,Japan,13.41
1988,Kawasaki,Japan,12.44
1989,Kawasaki,Japan,13.35
1990,Kawasaki,Japan,14.14
1991,Kawasaki,Japan,13.32
1992,Kawasaki,Japan,12.94
1993,Kawasaki,Japan,12.49
1994,Kawasaki,Japan,13.78
1995,Kawasaki,Japan,12.98
1996,Kawasaki,Japan,12.61
1997,Kawasaki,Japan,13.43
1998,Kawasaki,Japan,13.74
1999,Kawasaki,Japan,13.78
2000,Kawasaki,Japan,13.50
2001,Kawasaki,Japan,13.13
2002,Kawasaki,Japan,13.42
2003,Kawasaki,Japan,12.89
2004,Kawasaki,Japan,14.05
2005,Kawasaki,Japan,12.99
2006,Kawasaki,Japan,13.28
2007,Kawasaki,Japan,13.68
2008,Kawasaki,Japan,13.31
2009,Kawasaki,Japan,13.55
2010,Kawasaki,Japan,13.82
2011,Kawasaki,Japan,13.32
2012,Kawasaki,Japan,13.11
